time,value
2019-10-16 13:00:00,1.5167178466666666
2019-10-16 13:30:00,1.4330024733333333
2019-10-16 14:00:00,0.7608857609090909
2019-10-16 14:30:00,0.8441052154545455
2019-10-16 15:00:00,0.9520413578260869
2019-10-16 15:30:00,1.0237167295652174
2019-10-16 16:00:00,1.1093739095238095
2019-10-16 16:30:00,1.208268259090909
2019-10-16 17:00:00,1.304687868
2019-10-16 17:30:00,1.3592071727272728
2019-10-16 18:00:00,1.315755065
2019-10-16 18:30:00,1.2634250352941176
2019-10-16 19:00:00,1.2135061347826086
2019-10-16 19:30:00,1.145427
2019-10-16 20:00:00,1.0437734854545455
2019-10-16 20:30:00,0.97497931
2019-10-16 21:00:00,0.9123133360000001
2019-10-16 21:30:00,0.8825622692307692
2019-10-16 22:00:00,0.9140089642857143
2019-10-16 22:30:00,0.8460436849999999
2019-10-16 23:00:00,0.8349553558333334
2019-10-16 23:30:00,0.8258486371428572
2019-10-17 00:00:00,1.1609878713333333
2019-10-17 00:30:00,1.2518514333333333
2019-10-17 01:00:00,1.2444150583333333
2019-10-17 01:30:00,1.1388392142857142
2019-10-17 02:00:00,1.0955510583333334
2019-10-17 02:30:00,1.130879125
2019-10-17 03:00:00,1.055925573076923
2019-10-17 03:30:00,0.976838706875
2019-10-17 04:00:00,0.940820445
2019-10-17 04:30:00,0.9646595291666666
2019-10-17 05:00:00,1.0488831307692308
2019-10-17 05:30:00,1.163530761111111
2019-10-17 06:00:00,1.2934510652173912
2019-10-17 06:30:00,1.3321091652173913
2019-10-17 07:00:00,1.2654838304347826
2019-10-17 07:30:00,1.1618860555555555
2019-10-17 08:00:00,1.1029848538461537
2019-10-17 08:30:00,1.0404715545
2019-10-17 09:00:00,0.9788870888333334
2019-10-17 09:30:00,0.9173026231666667
2019-10-17 10:00:00,0.8557181575
2019-10-17 10:30:00,0.9626153753846154
2019-10-17 11:00:00,0.8661215403703703
2019-10-17 11:30:00,0.8446778151724138
2019-10-17 12:00:00,0.8864671644444445
2019-10-17 12:30:00,0.9495909454166666
2019-10-17 13:00:00,1.0214262536363636
2019-10-17 13:30:00,1.0130113285714286
2019-10-17 14:00:00,0.9468508976470588
2019-10-17 14:30:00,1.0261260942857142
2019-10-17 15:00:00,1.1414834238095237
2019-10-17 15:30:00,1.2120317999999999
2019-10-17 16:00:00,1.3035406999999999
2019-10-17 16:30:00,1.3646010655172414
2019-10-17 17:00:00,1.3899195636363635
2019-10-17 17:30:00,1.3885405
2019-10-17 18:00:00,1.3224655285714286
2019-10-17 18:30:00,1.3197227076923075
2019-10-17 19:00:00,1.2824261277777778
2019-10-17 19:30:00,1.1947685157894739
2019-10-17 20:00:00,1.0946849555555556
2019-10-17 20:30:00,1.00308239625
2019-10-17 21:00:00,0.936944000625
2019-10-17 21:30:00,0.9812098800000001
2019-10-17 22:00:00,0.9685125023529412
2019-10-17 22:30:00,0.9032087261538462
2019-10-17 23:00:00,0.8821692846153847
2019-10-17 23:30:00,0.8499079792307692
2019-10-18 00:00:00,1.2359701642857142
2019-10-18 00:30:00,1.3282033615384614
2019-10-18 01:00:00,1.3172164
2019-10-18 01:30:00,1.2356539714285713
2019-10-18 02:00:00,1.1715009117647057
2019-10-18 02:30:00,1.1481359928571429
2019-10-18 03:00:00,1.0998287846153845
2019-10-18 03:30:00,1.04483121
2019-10-18 04:00:00,1.0297234533333333
2019-10-18 04:30:00,1.0045242775
2019-10-18 05:00:00,1.1423875190476191
2019-10-18 05:30:00,1.23543939
2019-10-18 06:00:00,1.3560023315789476
2019-10-18 06:30:00,1.4245320750000001
2019-10-18 07:00:00,1.3399795869565216
2019-10-18 07:30:00,1.224178811111111
2019-10-18 08:00:00,1.2243217041666667
2019-10-18 08:30:00,1.1799866583333334
2019-10-18 09:00:00,1.0526347252173913
2019-10-18 09:30:00,1.110720596
2019-10-18 10:00:00,1.0386021657142857
2019-10-18 10:30:00,0.9516136026923078
2019-10-18 11:00:00,1.00249686
2019-10-18 11:30:00,1.0107115885714286
2019-10-18 12:00:00,0.8903393526923077
2019-10-18 12:30:00,0.9368107592592593
2019-10-18 13:00:00,0.8670654404761904
2019-10-18 13:30:00,0.8234228408333334
2019-10-18 14:00:00,0.8337179257692308
2019-10-18 14:30:00,0.9388654235999999
2019-10-18 15:00:00,1.0140525718181819
2019-10-18 15:30:00,1.1500041411764705
2019-10-18 16:00:00,1.2197063590909092
2019-10-18 16:30:00,1.3026672777777777
2019-10-18 17:00:00,1.3464982782608694
2019-10-18 17:30:00,1.3879327461538462
2019-10-18 18:00:00,1.3820116772727273
2019-10-18 18:30:00,1.289667543478261
