time,value
2019-10-16 14:30:00,0.835303875
2019-10-16 15:00:00,0.90425235
2019-10-16 15:30:00,1.0393907
2019-10-16 16:00:00,1.1385595
2019-10-16 16:30:00,1.2401302
2019-10-16 17:00:00,1.3757715
2019-10-16 17:30:00,1.4372851
2019-10-16 18:00:00,1.2408186
2019-10-16 18:30:00,1.17304495
2019-10-16 19:00:00,1.1052713
2019-10-16 19:30:00,1.0608127833333334
2019-10-16 20:00:00,1.0163542666666667
2019-10-16 20:30:00,0.97189575
2019-10-16 21:00:00,0.90672755
2019-10-16 21:30:00,0.84155935
2019-10-16 22:00:00,0.93313485
2019-10-16 22:30:00,0.9639665875
2019-10-16 23:00:00,0.9947983249999999
2019-10-16 23:30:00,1.0256300624999999
2019-10-17 00:00:00,1.0564618
2019-10-17 00:30:00,1.2040772
2019-10-17 01:00:00,1.27135475
2019-10-17 01:30:00,1.1883353749999999
2019-10-17 02:00:00,1.105316
2019-10-17 02:30:00,1.0385661800000001
2019-10-17 03:00:00,0.97181636
2019-10-17 03:30:00,0.997061545
2019-10-17 04:00:00,1.02230673
2019-10-17 04:30:00,1.0475519150000001
2019-10-17 05:00:00,1.0727971
2019-10-17 05:30:00,1.206002
2019-10-17 06:00:00,1.3357449
2019-10-17 06:30:00,1.2597343200000002
2019-10-17 07:00:00,1.1288454
2019-10-17 07:30:00,1.1877421000000001
2019-10-17 08:00:00,0.9948810166666666
2019-10-17 08:30:00,0.9672984675
2019-10-17 09:00:00,0.853328965
2019-10-17 09:30:00,0.8202257
2019-10-17 10:00:00,0.78889073
2019-10-17 10:30:00,0.9620685
2019-10-17 11:00:00,0.8753942425
2019-10-17 11:30:00,0.788719985
2019-10-17 12:00:00,0.743060044
2019-10-17 12:30:00,0.80045766
2019-10-17 13:00:00,0.8936748
2019-10-17 13:30:00,0.8870719283333334
2019-10-17 14:00:00,0.8804690566666666
2019-10-17 14:30:00,0.873866185
2019-10-17 15:00:00,1.0704176
2019-10-17 15:30:00,1.13898385
2019-10-17 16:00:00,1.147526
2019-10-17 16:30:00,1.27286835
2019-10-17 17:00:00,1.4317889
2019-10-17 17:30:00,1.437728
2019-10-17 18:00:00,1.3546855
2019-10-17 18:30:00,1.271643
2019-10-17 19:00:00,1.1550547
2019-10-17 19:30:00,1.2378736
2019-10-17 20:00:00,1.1042635
2019-10-17 20:30:00,1.0058701
2019-10-17 21:00:00,1.03859865
2019-10-17 21:30:00,1.0713272
2019-10-17 22:00:00,1.0379171125
