time,value
2021-09-01 00:00:00,0.6098371773333333
2021-09-01 00:30:00,0.597504828
2021-09-01 01:00:00,0.5622436996666667
2021-09-01 01:30:00,0.526034209
2021-09-01 02:00:00,0.5270568523333333
2021-09-01 02:30:00,0.5034244726666667
2021-09-01 03:00:00,0.4942699746666666
2021-09-01 03:30:00,0.501731632
2021-09-01 04:00:00,0.515599867
2021-09-01 04:30:00,0.558714042
2021-09-01 05:00:00,0.626444156
2021-09-01 05:30:00,0.7074942196666666
2021-09-01 06:00:00,0.7452529666666667
2021-09-01 06:30:00,0.786983112
2021-09-01 07:00:00,0.7114246896666666
2021-09-01 07:30:00,0.6472593693333334
2021-09-01 08:00:00,0.5257649643333333
2021-09-01 08:30:00,0.3644401583333333
2021-09-01 09:00:00,0.3977396153333333
2021-09-01 09:30:00,0.297073206
2021-09-01 10:00:00,0.1496693302333333
2021-09-01 10:30:00,0.2868745489655172
2021-09-01 11:00:00,0.3437378710344828
2021-09-01 11:30:00,0.3481078955666666
2021-09-01 12:00:00,0.2105674747
2021-09-01 12:30:00,-0.0050601114399999
2021-09-01 13:00:00,0.1414709208333333
2021-09-01 13:30:00,0.1639848634333333
2021-09-01 14:00:00,0.2720147923866667
2021-09-01 14:30:00,0.381645833
2021-09-01 15:00:00,0.4879124693333334
2021-09-01 15:30:00,0.6302855980000001
2021-09-01 16:00:00,0.741335891
2021-09-01 16:30:00,0.9069983333333334
2021-09-01 17:00:00,0.928824198
2021-09-01 17:30:00,1.0703076699999998
2021-09-01 18:00:00,1.1054519366666669
2021-09-01 18:30:00,1.1796188266666665
2021-09-01 19:00:00,1.1522696666666663
2021-09-01 19:30:00,1.13567758
2021-09-01 20:00:00,1.0656490366666669
2021-09-01 20:30:00,0.9731473636666668
2021-09-01 21:00:00,0.8960676356666667
2021-09-01 21:30:00,0.8204127163333333
2021-09-01 22:00:00,0.731874633
2021-09-01 22:30:00,0.6708262944827585
2021-09-01 23:00:00,0.642171375862069
2021-09-01 23:30:00,0.6123078446666667
2021-09-02 00:00:00,0.64435474
2021-09-02 00:30:00,0.625663155
2021-09-02 01:00:00,0.5920921286666666
2021-09-02 01:30:00,0.5509915496666667
2021-09-02 02:00:00,0.5427169373333334
2021-09-02 02:30:00,0.52978953
2021-09-02 03:00:00,0.5397692626666667
2021-09-02 03:30:00,0.5403645683333332
2021-09-02 04:00:00,0.5397478553333334
2021-09-02 04:30:00,0.5361268066666667
2021-09-02 05:00:00,0.6193510346666666
2021-09-02 05:30:00,0.6874967603333333
2021-09-02 06:00:00,0.7570999443333334
2021-09-02 06:30:00,0.791047809
2021-09-02 07:00:00,0.7687366443333333
2021-09-02 07:30:00,0.7502262300000001
2021-09-02 08:00:00,0.6803817466666667
2021-09-02 08:30:00,0.5359959723333334
2021-09-02 09:00:00,0.3919433736666667
2021-09-02 09:30:00,0.2631689096666667
2021-09-02 10:00:00,0.2489220956666666
2021-09-02 10:30:00,0.1271688791931034
2021-09-02 11:00:00,0.0507222159310344
2021-09-02 11:30:00,0.0153591635333333
2021-09-02 12:00:00,-0.0421253255266666
2021-09-02 12:30:00,-0.0045378266666666
2021-09-02 13:00:00,0.237321951
2021-09-02 13:30:00,0.2086872126666666
2021-09-02 14:00:00,-0.0471700735133333
2021-09-02 14:30:00,0.00749184406
2021-09-02 15:00:00,0.2928707922666666
2021-09-02 15:30:00,0.4621121256666666
2021-09-02 16:00:00,0.61050161
2021-09-02 16:30:00,0.735279047
2021-09-02 17:00:00,0.8982404743333333
2021-09-02 17:30:00,1.08756391
2021-09-02 18:00:00,1.150178886666667
2021-09-02 18:30:00,1.151813923333333
2021-09-02 19:00:00,1.13780496
2021-09-02 19:30:00,1.0971075533333334
2021-09-02 20:00:00,0.9929277636666666
2021-09-02 20:30:00,0.9417630826666666
2021-09-02 21:00:00,0.8772707836666667
