datetime,temperature,solar_irradiance,windspeed_north,windspeed_east,pressure,spec_humidity
2019-01-01 00:00:00,10.100030517578148,0.0,-1.569217,1.8554435,103420.06,0.0062451772
2019-01-01 01:00:00,10.078149414062523,0.0,-1.6257277,1.8630825,103417.54,0.006212765
2019-01-01 02:00:00,10.063958740234398,0.0,-1.729115,1.8539143,103441.12,0.006184966
2019-01-01 03:00:00,10.040521240234398,0.0,-1.9364066,1.8031328,103438.695,0.0061774068
2019-01-01 04:00:00,10.087304687500023,0.0,-2.2349145,1.6007768,103435.14,0.0062021697
2019-01-01 05:00:00,10.133508300781273,0.0,-2.50997,1.2501425,103432.74,0.006242865
2019-01-01 06:00:00,10.122979736328148,0.0,-2.6664836,0.9467914,103454.26,0.0062761623
2019-01-01 07:00:00,10.053216552734398,0.0,-2.6948366,0.79293025,103488.65,0.0062756897
2019-01-01 08:00:00,9.946649169921898,4.9804688,-2.738993,0.7590854,103511.69,0.006258976
2019-01-01 09:00:00,9.876245117187523,42.859375,-2.823462,0.8860626,103516.04,0.006326723
2019-01-01 10:00:00,10.045831298828148,98.4375,-3.2294612,1.1606232,103519.914,0.0063060354
2019-01-01 11:00:00,10.097863769531273,145.1875,-3.5240262,1.2909241,103493.266,0.0062780306
2019-01-01 12:00:00,10.079614257812523,180.125,-3.863253,1.2657046,103450.62,0.006201148
2019-01-01 13:00:00,10.044061279296898,168.9375,-4.1794987,1.0707434,103426.01,0.006137951
2019-01-01 14:00:00,9.970941162109398,105.15625,-4.380615,0.7068938,103422.95,0.0060787075
2019-01-01 15:00:00,9.790704345703148,38.6875,-4.2634106,0.1762971,103455.84,0.0060636727
2019-01-01 16:00:00,9.584558105468773,1.2197266,-3.9961154,-0.31551015,103502.51,0.0060752183
2019-01-01 17:00:00,9.529473876953148,0.0,-3.7521052,-0.72508854,103554.87,0.0060715023
2019-01-01 18:00:00,9.637597656250023,0.0,-3.422479,-0.9780069,103601.12,0.0061140014
2019-01-01 19:00:00,9.761407470703148,0.0,-3.0913987,-1.0262731,103638.88,0.006196798
2019-01-01 20:00:00,9.919091796875023,0.0,-2.8166032,-0.85811496,103656.25,0.0063056415
2019-01-01 21:00:00,10.044183349609398,0.0,-2.6814559,-0.5895575,103661.28,0.0064450745
2019-01-01 22:00:00,10.063195800781273,0.0,-2.6581786,-0.44765446,103663.055,0.006574757
2019-01-01 23:00:00,10.103601074218773,0.0,-2.6371412,-0.45236778,103671.89,0.006665105
2019-01-02 00:00:00,10.120965576171898,0.0,-2.5614223,-0.6058297,103687.71,0.006691009
2019-01-02 01:00:00,10.044580078125023,0.0,-2.390109,-0.91738296,103708.2,0.006723344
