datetime,temperature,solar_irradiance,windspeed_north,windspeed_east,pressure,spec_humidity
2019-01-01 00:00:00,7.424249267578148,0.0,-1.4002717,2.410131,102180.06,0.005806487
2019-01-01 01:00:00,7.253930664062523,0.0,-1.5488234,2.2952116,102193.54,0.0057664453
2019-01-01 02:00:00,7.091302490234398,0.0,-1.602406,1.9261799,102217.12,0.005727202
2019-01-01 03:00:00,6.622552490234398,0.0,-1.5460258,1.5404375,102230.695,0.005681496
2019-01-01 04:00:00,6.183984375000023,0.0,-1.4028833,1.2941362,102227.14,0.005650946
2019-01-01 05:00:00,5.931359863281273,0.0,-1.2714446,1.2315878,102224.74,0.0056248843
2019-01-01 06:00:00,5.832940673828148,0.0,-1.2045696,1.3169086,102238.26,0.005635293
2019-01-01 07:00:00,6.007318115234398,0.0,-1.115735,1.4491802,102256.65,0.0056023956
2019-01-01 08:00:00,5.955438232421898,9.300781,-1.0710242,1.6643589,102279.69,0.005612385
2019-01-01 09:00:00,6.481713867187523,46.6875,-1.3173585,2.4436798,102284.04,0.005899477
2019-01-01 10:00:00,7.604425048828148,73.0,-1.458465,2.7690215,102279.914,0.0060828757
2019-01-01 11:00:00,8.054895019531273,92.25,-1.7198268,2.785553,102261.266,0.006188385
2019-01-01 12:00:00,8.403833007812523,78.25,-1.937472,2.705646,102226.62,0.006256461
2019-01-01 13:00:00,8.598748779296898,51.21875,-2.0408266,2.5141027,102210.01,0.0063267783
2019-01-01 14:00:00,8.595941162109398,31.8125,-2.1120603,2.2903898,102214.95,0.006370532
2019-01-01 15:00:00,8.486016845703148,9.390625,-2.177473,2.0434847,102247.84,0.0063898293
2019-01-01 16:00:00,8.377526855468773,0.023162842,-2.354514,1.6458851,102278.51,0.0064147264
2019-01-01 17:00:00,8.353692626953148,0.0,-2.3399959,1.0478607,102330.87,0.0064319912
2019-01-01 18:00:00,8.301660156250023,0.0,-2.424432,0.3219809,102385.12,0.006413455
2019-01-01 19:00:00,8.230157470703148,0.0,-2.3013597,-0.4962438,102438.88,0.0062330374
2019-01-01 20:00:00,7.645654296875023,0.0,-1.8810563,-1.0212009,102480.25,0.005826897
2019-01-01 21:00:00,6.270745849609398,0.0,-1.5559676,-1.3034247,102525.28,0.0053063873
2019-01-01 22:00:00,4.342492675781273,0.0,-1.457495,-1.6790998,102567.055,0.004934437
2019-01-01 23:00:00,3.4688354492187727,0.0,-1.426692,-2.303442,102607.89,0.004729146
2019-01-02 00:00:00,3.4940124511718977,0.0,-1.1340542,-2.7161813,102655.71,0.004619628
2019-01-02 01:00:00,3.2574707031250227,0.0,-0.9399137,-2.7948244,102716.2,0.004482209
2019-01-02 02:00:00,2.7963500976562727,0.0,-0.8780536,-2.755725,102776.81,0.0043402105
2019-01-02 03:00:00,2.4699035644531477,0.0,-0.83895266,-2.8411036,102815.875,0.0042174007
2019-01-02 04:00:00,2.0720458984375227,0.0,-0.584406,-2.180182,102817.08,0.0040213843
2019-01-02 05:00:00,0.8328796386718977,0.0,-0.7026835,-2.6065261,102815.234,0.0039222427
2019-01-02 06:00:00,1.1063476562500227,0.0,-0.59509635,-2.2717876,102838.34,0.0037576566
2019-01-02 07:00:00,0.021722412109397737,0.0,-0.5988778,-2.5470214,102881.35,0.0036907843
2019-01-02 08:00:00,0.39541015625002274,13.503906,-0.49960223,-2.3837209,102939.22,0.0036111511
2019-01-02 09:00:00,0.28878173828127274,88.5,-0.44830698,-2.5187747,102993.8,0.0036547638
2019-01-02 10:00:00,1.0511413574218977,187.375,-0.3238951,-2.424005,103021.81,0.0037461224
2019-01-02 11:00:00,2.2963806152343977,249.8125,-0.25671682,-2.2518754,103015.21,0.0038556734
2019-01-02 12:00:00,3.2320800781250227,258.25,-0.16053304,-2.0922463,102970.266,0.0038542657
2019-01-02 13:00:00,4.219628906250023,222.25,-0.063083634,-2.002787,102913.945,0.0037517697
2019-01-02 14:00:00,4.307824707031273,144.9375,-0.08383798,-1.476924,102883.6,0.0039231437
2019-01-02 15:00:00,3.5709472656250227,47.828125,-0.15658823,-1.0477979,102887.81,0.0038171273
2019-01-02 16:00:00,1.3652282714843977,0.24389648,-0.25012586,-1.2276427,102906.22,0.0035233772
2019-01-02 17:00:00,0.44063720703127274,0.0,-0.24603361,-1.2740214,102917.61,0.003519539
2019-01-02 18:00:00,0.014215087890647737,0.0,-0.18865354,-1.2918924,102923.02,0.0035176426
2019-01-02 19:00:00,-0.19080200195310226,0.0,-0.105096415,-1.2843487,102932.234,0.003514854
2019-01-02 20:00:00,-0.28592529296872726,0.0,0.008139953,-1.2534809,102929.76,0.0035120994
2019-01-02 21:00:00,-0.32575073242185226,0.0,0.106939554,-1.1906552,102896.43,0.003514195
2019-01-02 22:00:00,-0.27670898437497726,0.0,0.1328098,-1.1524067,102861.06,0.003497481
2019-01-02 23:00:00,-0.34845581054685226,0.0,0.08737117,-1.0999787,102847.016,0.0034843225
2019-01-03 00:00:00,-0.34235229492185226,0.0,-0.034274146,-1.0691769,102847.39,0.00347224
2019-01-03 01:00:00,-0.5491088867187273,0.0,-0.09377451,-1.108978,102848.99,0.0034498577
2019-01-03 02:00:00,-0.9703735351562273,0.0,-0.044122875,-1.167645,102847.42,0.0034223094
