datetime,temperature,solar_irradiance,windspeed_north,windspeed_east,pressure,spec_humidity
2019-01-01 00:00:00,10.764093017578148,0.0,-1.0318635,1.7231193,103612.06,0.0062680654
2019-01-01 01:00:00,10.746118164062523,0.0,-1.0980787,1.7151333,103617.54,0.006247097
2019-01-01 02:00:00,10.716302490234398,0.0,-1.2381482,1.7079182,103641.12,0.0062269275
2019-01-01 03:00:00,10.688958740234398,0.0,-1.5301566,1.6253984,103638.695,0.00626133
2019-01-01 04:00:00,10.768945312500023,0.0,-1.977102,1.4318315,103635.14,0.006347128
2019-01-01 05:00:00,10.809289550781273,0.0,-2.4132903,1.1095175,103632.74,0.0064088046
2019-01-01 06:00:00,10.759698486328148,0.0,-2.679179,0.71632266,103662.26,0.006459268
2019-01-01 07:00:00,10.703607177734398,0.0,-2.7915163,0.43111384,103696.65,0.006474054
2019-01-01 08:00:00,10.628289794921898,3.7167969,-2.841532,0.2800815,103719.69,0.006482136
2019-01-01 09:00:00,10.589135742187523,34.078125,-2.8654542,0.35871887,103732.04,0.0064716814
2019-01-01 10:00:00,10.522393798828148,78.4375,-3.0195003,0.58152163,103727.914,0.0064433645
2019-01-01 11:00:00,10.441613769531273,118.34375,-3.2730496,0.78311163,103709.266,0.006422989
2019-01-01 12:00:00,10.306176757812523,130.75,-3.6435266,0.88777494,103666.62,0.0063956976
2019-01-01 13:00:00,10.165155029296898,126.28125,-4.0330143,0.83636844,103642.01,0.0063706473
2019-01-01 14:00:00,10.006097412109398,98.03125,-4.3552246,0.6165618,103646.95,0.006326663
2019-01-01 15:00:00,9.853204345703148,46.0,-4.4684887,0.15346995,103679.84,0.0062811105
2019-01-01 16:00:00,9.768151855468773,1.9731445,-4.36135,-0.41624868,103718.51,0.0062125474
2019-01-01 17:00:00,9.732598876953148,0.0,-4.0978084,-0.94139713,103770.87,0.0061554257
2019-01-01 18:00:00,9.844628906250023,0.0,-3.6636899,-1.3935343,103817.12,0.006123538
2019-01-01 19:00:00,10.003594970703148,0.0,-3.1548753,-1.6664099,103846.88,0.0061300406
2019-01-01 20:00:00,10.184716796875023,0.0,-2.6701188,-1.7389743,103872.25,0.0061740344
2019-01-01 21:00:00,10.344964599609398,0.0,-2.377745,-1.5905341,103877.28,0.0062715057
2019-01-01 22:00:00,10.348352050781273,0.0,-2.2660887,-1.3006818,103887.055,0.006393559
2019-01-01 23:00:00,10.380944824218773,0.0,-2.2919264,-1.0129147,103895.89,0.006518239
2019-01-02 00:00:00,10.417840576171898,0.0,-2.3861294,-0.8304391,103903.71,0.0066013634
2019-01-02 01:00:00,10.446923828125023,0.0,-2.4535856,-0.7992189,103924.2,0.006664216
2019-01-02 02:00:00,10.464318847656273,0.0,-2.4458027,-1.002307,103952.81,0.00670723
2019-01-02 03:00:00,10.474053955078148,0.0,-2.3210692,-1.5491112,103959.875,0.0067179347
2019-01-02 04:00:00,10.504479980468773,0.0,-2.0071354,-2.3559632,103945.08,0.006678321
2019-01-02 05:00:00,10.498895263671898,0.0,-1.3461161,-3.3340652,103927.234,0.0066201873
2019-01-02 06:00:00,10.389306640625023,0.0,-0.4912145,-4.223936,103934.34,0.0065681348
2019-01-02 07:00:00,10.078363037109398,0.0,0.38464272,-4.8683105,103977.35,0.006514614
2019-01-02 08:00:00,9.951318359375023,6.6972656,1.127412,-5.2108693,104035.22,0.006431166
