datetime,temperature,solar_irradiance,windspeed_north,windspeed_east,pressure,spec_humidity
2019-01-01 00:00:00,6.076593017578148,0.0,-1.18909,2.6884513,102340.06,0.005592864
2019-01-01 01:00:00,6.332055664062523,0.0,-1.4748487,2.5803678,102361.54,0.0056424676
2019-01-01 02:00:00,6.562005615234398,0.0,-1.6016736,2.26993,102393.12,0.005649001
2019-01-01 03:00:00,6.483880615234398,0.0,-1.5548148,1.9691484,102406.695,0.0056299977
2019-01-01 04:00:00,6.425195312500023,0.0,-1.3481958,1.8449174,102387.14,0.0055841887
2019-01-01 05:00:00,6.564172363281273,0.0,-1.1083586,1.9239706,102376.74,0.005607718
2019-01-01 06:00:00,6.703057861328148,0.0,-0.94626874,2.1362445,102390.26,0.005682977
2019-01-01 07:00:00,6.941888427734398,0.0,-0.9895144,2.3485942,102408.65,0.005741632
2019-01-01 08:00:00,7.054071044921898,5.53125,-1.107157,2.6565464,102423.69,0.00583173
2019-01-01 09:00:00,7.321557617187523,34.5,-1.3327394,3.150711,102428.04,0.0060120104
2019-01-01 10:00:00,7.940362548828148,40.75,-1.5107111,3.261209,102439.914,0.006149633
2019-01-01 11:00:00,8.254113769531273,52.3125,-1.6363307,3.2113342,102429.266,0.0062723085
2019-01-01 12:00:00,8.521020507812523,61.359375,-1.7328821,3.040607,102402.62,0.0063995123
2019-01-01 13:00:00,8.727655029296898,54.421875,-1.787897,2.7465246,102386.01,0.006483181
2019-01-01 14:00:00,8.822503662109398,35.5,-1.8415526,2.2396085,102398.95,0.006528842
2019-01-01 15:00:00,8.747735595703148,10.1875,-1.8307935,1.5097932,102423.84,0.006502363
2019-01-01 16:00:00,8.416589355468773,0.02041626,-1.9082248,0.7738148,102470.51,0.0064032823
2019-01-01 17:00:00,8.107598876953148,0.0,-2.0860896,0.10935363,102530.87,0.0062088314
2019-01-01 18:00:00,7.571191406250023,0.0,-2.2310727,-0.5290323,102609.12,0.0058412505
2019-01-01 19:00:00,6.652032470703148,0.0,-2.1831956,-1.1185583,102678.88,0.005349935
2019-01-01 20:00:00,5.354638671875023,0.0,-2.01924,-1.4792087,102720.25,0.0049266284
2019-01-01 21:00:00,3.9406677246093977,0.0,-1.8840926,-1.7375067,102757.28,0.0047341827
2019-01-01 22:00:00,3.1530395507812727,0.0,-1.7148192,-2.142967,102791.055,0.004659779
2019-01-01 23:00:00,2.8086791992187727,0.0,-1.4628248,-2.4499264,102839.89,0.004608983
2019-01-02 00:00:00,2.8211608886718977,0.0,-1.3320522,-2.8362985,102895.71,0.004585296
2019-01-02 01:00:00,3.0348144531250227,0.0,-1.1554899,-2.9647462,102964.2,0.004447877
2019-01-02 02:00:00,2.6044555664062727,0.0,-1.0688496,-2.795764,103024.81,0.0042868047
2019-01-02 03:00:00,2.1747375488281477,0.0,-0.8163239,-2.177041,103055.875,0.004055276
2019-01-02 04:00:00,0.9698120117187727,0.0,-0.73523915,-1.9956118,103049.08,0.0038707037
2019-01-02 05:00:00,0.40368041992189774,0.0,-0.72392374,-2.0274246,103055.234,0.003758211
2019-01-02 06:00:00,0.18032226562502274,0.0,-0.74267936,-2.0930767,103078.34,0.0036785016
2019-01-02 07:00:00,-0.05200805664060226,0.0,-0.7287606,-2.0470214,103113.35,0.0035944632
2019-01-02 08:00:00,-0.41635742187497726,12.988281,-0.6860646,-1.993096,103171.22,0.0035319962
2019-01-02 09:00:00,-0.18118896484372726,93.625,-0.6405067,-1.9826419,103217.8,0.0036681152
